Class,Order,Family,Genus,Species,1,2,3,4,5,6,7,8,9,10,category_at_start,num_assessments,category_at_end,numeric_category_at_start,numeric_category_at_end,Delta_Status,is_geniune,to_check
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago stenura,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago stricklandii,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,Gallinago undulata,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallinula,Gallinula angulata,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallinula,Gallinula chloropus,LC,LC,LC,NA,NA,NA,NA,NA,NA,NA,LC,3,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallinula,Gallinula comeri,VU,NR,VU,VU,NA,NA,NA,NA,NA,NA,VU,4,VU,2,2,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallinula,Gallinula galeata,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallinula,Gallinula melanops,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallinula,Gallinula tenebrosa,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallirallus,Gallirallus australis,VU,VU,VU,VU,NA,NA,NA,NA,NA,NA,VU,4,VU,2,2,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallirallus,Gallirallus calayanensis,VU,VU,VU,VU,VU,NA,NA,NA,NA,NA,VU,5,VU,2,2,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Gallirallus,Gallirallus lafresnayanus,CR,CR,CR,CR,CR,NA,NA,NA,NA,NA,CR,5,CR,4,4,0,NA,No
AVES,MUSOPHAGIFORMES,MUSOPHAGIDAE,Gallirex,Gallirex johnstoni,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,MUSOPHAGIFORMES,MUSOPHAGIDAE,Gallirex,Gallirex porphyreolophus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Galloperdix,Galloperdix bicalcarata,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Galloperdix,Galloperdix lunulata,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Galloperdix,Galloperdix spadicea,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,Gallotia atlantica,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,Gallotia auaritae,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,Gallotia bravoana,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,Gallotia caesaris,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,Gallotia galloti,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,Gallotia intermedia,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,Gallotia simonyi,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,SQUAMATA,LACERTIDAE,Gallotia,Gallotia stehlini,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Gallus,Gallus gallus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Gallus,Gallus lafayettii,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Gallus,Gallus sonneratii,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GALLIFORMES,PHASIANIDAE,Gallus,Gallus varius,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia affinis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia clarkhubbsi,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia gaigei,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia geiseri,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia heterochir,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia holbrooki,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia nobilis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia rhizophorae,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,Gambusia senilis,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gammogobius,Gammogobius steinitzi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Gampsonyx,Gampsonyx swainsonii,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PELLORNEIDAE,Gampsorhynchus,Gampsorhynchus rufulus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PELLORNEIDAE,Gampsorhynchus,Gampsorhynchus torquatus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Gardnerycteris,Gardnerycteris crenulatum,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra aethiopica,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra annandalei,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra barreimiae,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra bicornuta,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra bispinosa,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra blanfordii,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra bourreti,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra buettikeri,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra cambodgiensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra caudomaculata,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra compressa,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra congoensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra cryptonemus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra culiciphaga,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra dembecha,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra dembeensis,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra dunsirei,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra duobarbis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra elegans,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra elongata,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra fasciacauda,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra festai,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra flavatra,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra fuliginosa,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra geba,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra ghorensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra gotyla,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra gravelyi,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra hughi,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra ignestii,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra kalakadensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra kemali,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra kempi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra klatti,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra lamta,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra lautior,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra lissorhynchus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra litanensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra makiensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra mamshuqa,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra manipurensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra mcclellandi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra menoni,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra mullya,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra naganensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra nambulica,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra nana,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra nasuta,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra notata,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra orientalis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra ornata,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra paralissorhynchus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra periyarensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra poecilura,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra propulvinus,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra quadrimaculata,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra rakhinica,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra regressus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra rufa,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra rupecula,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra sahilia,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra smarti,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra spilota,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra stenorhynchus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra surendranathanii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra tana,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra theunensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra tibanica,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra variabilis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra vittatula,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Garra,Garra widdowsoni,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
AVES,PASSERIFORMES,POMATOSTOMIDAE,Garritornis,Garritornis isidorei,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PROCELLARIIFORMES,OCEANITIDAE,Garrodia,Garrodia nereis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax albogularis,LC,LC,LC,LC,LC,LC,NA,NA,NA,NA,LC,6,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax annamensis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax berthemyi,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax bieti,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax caerulatus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax calvus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax canorus,LC,LC,LC,LC,LC,LC,NA,NA,NA,NA,LC,6,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax castanotis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax chinensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax cineraceus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax cinereiceps,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax cinereifrons,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax courtoisi,CR,CR,CR,CR,CR,CR,CR,CR,NA,NA,CR,8,CR,4,4,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax davidi,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax delesserti,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax ferrarius,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax galbanus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax gularis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax konkakinhensis,VU,VU,VU,VU,NA,NA,NA,NA,NA,NA,VU,4,VU,2,2,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax koslowi,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax lanceolatus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax leucolophus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax lugubris,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax lunulatus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax maesi,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax maximus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax merulinus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax monachus,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax monileger,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax nuchalis,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax ocellatus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,LEIOTRICHIDAE,Garrulax,Garrulax pectoralis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
