scientific_name,realm_type,realm,area_m2,prop_type
Gymnarchus niloticus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.41332E+11,0.348525122
Gymnarchus niloticus,Freshwater,tropical and subtropical upland rivers,31162577576,0.076846929
Gymnarchus niloticus,Freshwater,xeric freshwaters and endorheic (closed) basins,1.41443E+11,0.348797417
Hydrocynus vittatus,Terrestrial,Afrotropic,3.64161E+12,1
Hydrocynus vittatus,Freshwater,large lakes,1.55765E+11,0.042787741
Hydrocynus vittatus,Freshwater,large river deltas,22544347511,0.006192792
Hydrocynus vittatus,Freshwater,montane freshwaters,28569779774,0.007847941
Hydrocynus vittatus,Freshwater,temperate upland rivers,32686946024,0.008978901
Hydrocynus vittatus,Freshwater,tropical and subtropical coastal rivers,4.24635E+11,0.116644469
Hydrocynus vittatus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.86467E+12,0.512214597
Hydrocynus vittatus,Freshwater,tropical and subtropical upland rivers,7.77094E+11,0.213463
Hydrocynus vittatus,Freshwater,xeric freshwaters and endorheic (closed) basins,3.34447E+11,0.091870559
Lates niloticus,Terrestrial,Afrotropic,4.93424E+12,0.924927039
Lates niloticus,Freshwater,large lakes,1.1878E+11,0.022285137
Lates niloticus,Freshwater,large river deltas,74513071491,0.013979967
Lates niloticus,Freshwater,montane freshwaters,62684236670,0.011760669
Lates niloticus,Terrestrial,Palearctic,4.00494E+11,0.075072961
Lates niloticus,Freshwater,tropical and subtropical coastal rivers,8.76227E+11,0.164395635
Lates niloticus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.61634E+12,0.490871633
Lates niloticus,Freshwater,tropical and subtropical upland rivers,4.35352E+11,0.081679708
Lates niloticus,Freshwater,xeric freshwaters and endorheic (closed) basins,1.14609E+12,0.21502725
Heterobranchus bidorsalis,Terrestrial,Afrotropic,5.24659E+11,0.783277237
Heterobranchus bidorsalis,Freshwater,large lakes,1970258.188,2.94E-06
Heterobranchus bidorsalis,Freshwater,montane freshwaters,16088832881,0.024018847
Heterobranchus bidorsalis,Terrestrial,Palearctic,1.45166E+11,0.216722763
Heterobranchus bidorsalis,Freshwater,tropical and subtropical coastal rivers,150725846.3,0.000225017
Heterobranchus bidorsalis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.93752E+11,0.438539605
Heterobranchus bidorsalis,Freshwater,tropical and subtropical upland rivers,9185682680,0.013713208
Heterobranchus bidorsalis,Freshwater,xeric freshwaters and endorheic (closed) basins,3.50663E+11,0.523500382
Mormyrops anguilloides,Terrestrial,Afrotropic,2.41955E+12,0.89217205
Mormyrops anguilloides,Freshwater,large lakes,84059078869,0.031016058
Mormyrops anguilloides,Freshwater,large river deltas,15877984310,0.005858647
Mormyrops anguilloides,Freshwater,montane freshwaters,53856328953,0.019871869
Mormyrops anguilloides,Terrestrial,Palearctic,2.92426E+11,0.10782795
Mormyrops anguilloides,Freshwater,tropical and subtropical coastal rivers,3.36658E+11,0.124219697
Mormyrops anguilloides,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.40448E+12,0.51822296
Mormyrops anguilloides,Freshwater,tropical and subtropical upland rivers,1.83743E+11,0.067797203
Mormyrops anguilloides,Freshwater,xeric freshwaters and endorheic (closed) basins,6.31509E+11,0.233013566
Bagrus docmak,Terrestrial,Afrotropic,6.46972E+11,0.798342251
Bagrus docmak,Freshwater,large lakes,2.47745E+11,0.306057001
Bagrus docmak,Freshwater,large river deltas,43665890888,0.0539436
Bagrus docmak,Freshwater,montane freshwaters,1560860055,0.001928242
Bagrus docmak,Terrestrial,Palearctic,1.63422E+11,0.201657749
Bagrus docmak,Freshwater,tropical and subtropical coastal rivers,30346793592,0.037489566
Bagrus docmak,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.76144E+11,0.341140258
Bagrus docmak,Freshwater,tropical and subtropical upland rivers,46397602696,0.057318279
Bagrus docmak,Freshwater,xeric freshwaters and endorheic (closed) basins,1.63613E+11,0.202123054
Chrysichthys delhezi,Terrestrial,Afrotropic,82631210401,1
Chrysichthys delhezi,Freshwater,tropical and subtropical coastal rivers,1141431941,0.013813737
Chrysichthys delhezi,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,81488774049,0.986186263
Heterobranchus longifilis,Terrestrial,Afrotropic,2.79907E+12,0.879732257
Heterobranchus longifilis,Freshwater,large lakes,2.9458E+11,0.092715055
Heterobranchus longifilis,Freshwater,large river deltas,57488250883,0.018093643
Heterobranchus longifilis,Freshwater,montane freshwaters,76499300020,0.024077111
Heterobranchus longifilis,Terrestrial,Palearctic,3.8266E+11,0.120267743
Heterobranchus longifilis,Freshwater,tropical and subtropical coastal rivers,8.34818E+11,0.262747533
Heterobranchus longifilis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.14706E+12,0.361020029
Heterobranchus longifilis,Freshwater,tropical and subtropical upland rivers,1.55555E+11,0.048958877
Heterobranchus longifilis,Freshwater,xeric freshwaters and endorheic (closed) basins,6.11266E+11,0.192387752
Chrysichthys cranchii,Terrestrial,Afrotropic,9.30504E+11,1
Chrysichthys cranchii,Freshwater,large lakes,112068056.3,0.000120438
Chrysichthys cranchii,Freshwater,montane freshwaters,13863183125,0.014898583
Chrysichthys cranchii,Freshwater,tropical and subtropical coastal rivers,1362233314,0.001463974
Chrysichthys cranchii,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,6.71962E+11,0.722148974
Chrysichthys cranchii,Freshwater,tropical and subtropical upland rivers,2.43204E+11,0.261368031
Chrysichthys laticeps,Terrestrial,Afrotropic,4.128E+11,1
Chrysichthys laticeps,Freshwater,montane freshwaters,19816389.31,4.80E-05
Chrysichthys laticeps,Freshwater,tropical and subtropical coastal rivers,1038733425,0.00251631
Chrysichthys laticeps,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.12923E+11,0.758050345
Chrysichthys laticeps,Freshwater,tropical and subtropical upland rivers,98818326389,0.23938534
Chrysichthys habereri,Terrestrial,Afrotropic,5.22945E+11,1
Chrysichthys habereri,Freshwater,tropical and subtropical coastal rivers,27086377824,0.051795964
Chrysichthys habereri,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.02612E+11,0.769895727
Chrysichthys habereri,Freshwater,tropical and subtropical upland rivers,93245223265,0.178308309
Arius gigas,Terrestrial,Afrotropic,9.41159E+11,1
Arius gigas,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",10871398.13,1
Arius gigas,Freshwater,montane freshwaters,3719501568,0.003952638
Arius gigas,Freshwater,tropical and subtropical coastal rivers,67868635502,0.072122615
Arius gigas,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,6.2107E+11,0.659998389
Arius gigas,Freshwater,tropical and subtropical upland rivers,2.47695E+11,0.263219975
Arius gigas,Freshwater,xeric freshwaters and endorheic (closed) basins,664717622.8,0.000706382
Hydrocynus goliath,Terrestrial,Afrotropic,4.71656E+11,1
Hydrocynus goliath,Freshwater,montane freshwaters,19816389.31,4.20E-05
Hydrocynus goliath,Freshwater,tropical and subtropical coastal rivers,2052015982,0.004350668
Hydrocynus goliath,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.65292E+11,0.774488219
Hydrocynus goliath,Freshwater,tropical and subtropical upland rivers,1.04292E+11,0.221119099
Malapterurus electricus,Terrestrial,Afrotropic,3.48311E+12,0.933898715
Malapterurus electricus,Freshwater,large lakes,1.76608E+11,0.047386069
Malapterurus electricus,Freshwater,large river deltas,81321556193,0.021819577
Malapterurus electricus,Freshwater,montane freshwaters,90434236061,0.024264622
Malapterurus electricus,Terrestrial,Palearctic,2.46534E+11,0.066101285
Malapterurus electricus,Freshwater,tropical and subtropical coastal rivers,3.36855E+11,0.090382414
Malapterurus electricus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.80915E+12,0.48541765
Malapterurus electricus,Freshwater,tropical and subtropical upland rivers,2.78093E+11,0.07461589
Malapterurus electricus,Freshwater,xeric freshwaters and endorheic (closed) basins,9.54536E+11,0.256113778
Chrysichthys duttoni,Terrestrial,Afrotropic,5.41689E+11,1
Chrysichthys duttoni,Freshwater,montane freshwaters,19816389.31,3.66E-05
Chrysichthys duttoni,Freshwater,tropical and subtropical coastal rivers,1044692867,0.001928586
Chrysichthys duttoni,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.05451E+11,0.748494901
Chrysichthys duttoni,Freshwater,tropical and subtropical upland rivers,1.35173E+11,0.249539931
Python reticulatus,Terrestrial,Australasia,2.72327E+11,0.089801769
Python reticulatus,Terrestrial,Indo-Malay,2.76021E+12,0.910198231
Python reticulatus,Freshwater,montane freshwaters,4886800301,0.001613947
Python reticulatus,Freshwater,oceanic islands,1.30146E+11,0.042982773
Python reticulatus,Freshwater,tropical and subtropical coastal rivers,1.03246E+12,0.340986875
Python reticulatus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.6493E+12,0.544709134
Python reticulatus,Freshwater,tropical and subtropical upland rivers,2.11064E+11,0.069707271
Hucho taimen,Freshwater,large lakes,4.77696E+11,0.039484735
Hucho taimen,Freshwater,montane freshwaters,28799747197,0.002380491
Hucho taimen,Terrestrial,Palearctic,1.20972E+13,1
Hucho taimen,Freshwater,polar freshwaters,9.17407E+12,0.758297816
Hucho taimen,Freshwater,temperate coastal rivers,1.00286E+11,0.00828929
Hucho taimen,Freshwater,temperate floodplain rivers and wetlands,1.19053E+12,0.098405536
Hucho taimen,Freshwater,temperate upland rivers,1.0998E+12,0.090906031
Hucho taimen,Freshwater,xeric freshwaters and endorheic (closed) basins,27052882313,0.002236101
Lepisosteus osseus,Freshwater,large lakes,3.54682E+11,0.137835951
Lepisosteus osseus,Terrestrial,Nearctic,2.55664E+12,0.99353824
Lepisosteus osseus,Terrestrial,Neotropic,16627831271,0.00646176
Lepisosteus osseus,Freshwater,temperate coastal rivers,5.3087E+11,0.206305825
Lepisosteus osseus,Freshwater,temperate floodplain rivers and wetlands,7.05735E+11,0.274261671
Lepisosteus osseus,Freshwater,temperate upland rivers,7.92816E+11,0.308103088
Lepisosteus osseus,Freshwater,tropical and subtropical coastal rivers,1.32228E+11,0.05138622
Lepisosteus osseus,Freshwater,xeric freshwaters and endorheic (closed) basins,56886731016,0.022107246
Ictiobus bubalus,Freshwater,large lakes,69405551559,0.042728509
Ictiobus bubalus,Terrestrial,Nearctic,1.62388E+12,1
Ictiobus bubalus,Freshwater,temperate coastal rivers,78124844894,0.048096414
Ictiobus bubalus,Freshwater,temperate floodplain rivers and wetlands,6.62915E+11,0.408113787
Ictiobus bubalus,Freshwater,temperate upland rivers,7.84045E+11,0.482685846
Ictiobus bubalus,Freshwater,tropical and subtropical coastal rivers,7155382733,0.004405106
Ictiobus bubalus,Freshwater,xeric freshwaters and endorheic (closed) basins,22692551934,0.013970337
Ictiobus niger,Freshwater,large lakes,20267489567,0.02273467
Ictiobus niger,Terrestrial,Nearctic,8.91072E+11,1
Ictiobus niger,Freshwater,temperate coastal rivers,39021361693,0.043771469
Ictiobus niger,Freshwater,temperate floodplain rivers and wetlands,3.92437E+11,0.44020918
Ictiobus niger,Freshwater,temperate upland rivers,4.39753E+11,0.493284681
Megalops atlanticus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.94105E+12,0.994083214
Megalops atlanticus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",29409121497,0.005916786
Python curtus,Terrestrial,Indo-Malay,74530758485,1
Morone saxatilis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",7756979330,1
Morone saxatilis,Terrestrial,Nearctic,7.0477E+11,1
Morone saxatilis,Freshwater,temperate coastal rivers,5.12896E+11,0.734166623
Morone saxatilis,Freshwater,temperate floodplain rivers and wetlands,1.40143E+11,0.200603091
Morone saxatilis,Freshwater,temperate upland rivers,16181403684,0.023162301
Morone saxatilis,Freshwater,tropical and subtropical coastal rivers,29389094287,0.042067986
Python bivittatus,Terrestrial,Australasia,36124452011,0.012326637
Python bivittatus,Terrestrial,Indo-Malay,2.72978E+12,0.931475219
Python bivittatus,Terrestrial,Palearctic,1.64694E+11,0.056198144
Epinephelus quinquefasciatus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.20505E+12,0.881357731
Epinephelus quinquefasciatus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",24068299823,0.017603246
Epinephelus quinquefasciatus,Marine,South-east Pacific,1.38147E+11,0.101039023
Urogymnus dalyensis,Terrestrial,Australasia,1298201400,1
Urogymnus dalyensis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",29590945812,1
Urogymnus dalyensis,Freshwater,tropical and subtropical coastal rivers,1315315091,1
Epinephelus itajara,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.44443E+12,1
Manta alfredi,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",5.63876E+13,0.881570829
Manta alfredi,Marine,Mid-tropical North Pacific Ocean,6.05314E+12,0.094635629
Manta alfredi,Marine,North West Pacific,1.5219E+12,0.023793542
Manta birostris,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.56532E+14,0.862819799
Manta birostris,Marine,Mid-tropical North Pacific Ocean,1.74419E+13,0.096141764
Manta birostris,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.2078E+11,0.001216965
Manta birostris,Marine,North West Pacific,2.03858E+12,0.011236875
Manta birostris,Marine,South-east Pacific,5.18578E+12,0.028584597
Ictiobus cyprinellus,Freshwater,large lakes,1.49372E+11,0.098642076
Ictiobus cyprinellus,Terrestrial,Nearctic,1.51388E+12,1
Ictiobus cyprinellus,Freshwater,temperate coastal rivers,35795631829,0.023638636
Ictiobus cyprinellus,Freshwater,temperate floodplain rivers and wetlands,6.772E+11,0.447207667
Ictiobus cyprinellus,Freshwater,temperate upland rivers,6.51917E+11,0.430511621
Micropterus dolomieu,Freshwater,large lakes,9.26449E+11,0.327649466
Micropterus dolomieu,Terrestrial,Nearctic,2.82856E+12,1
Micropterus dolomieu,Freshwater,temperate coastal rivers,5.36629E+11,0.189785194
Micropterus dolomieu,Freshwater,temperate floodplain rivers and wetlands,5.04163E+11,0.178303221
Micropterus dolomieu,Freshwater,temperate upland rivers,8.6032E+11,0.304262119
Sander vitreus,Freshwater,large lakes,1.40224E+12,0.203184701
Sander vitreus,Terrestrial,Nearctic,6.90115E+12,1
Sander vitreus,Freshwater,polar freshwaters,1.05763E+12,0.153251357
Sander vitreus,Freshwater,temperate coastal rivers,1.78539E+12,0.258703575
Sander vitreus,Freshwater,temperate floodplain rivers and wetlands,1.29737E+12,0.187988517
Sander vitreus,Freshwater,temperate upland rivers,1.35867E+12,0.19687185
Ictalurus furcatus,Terrestrial,Nearctic,1.11454E+12,1
Ictalurus furcatus,Freshwater,temperate coastal rivers,2.82799E+11,0.253472909
Ictalurus furcatus,Freshwater,temperate floodplain rivers and wetlands,3.66257E+11,0.328276309
Ictalurus furcatus,Freshwater,temperate upland rivers,3.55867E+11,0.318963687
Ictalurus furcatus,Freshwater,tropical and subtropical coastal rivers,71426149090,0.064019328
Ictalurus furcatus,Freshwater,xeric freshwaters and endorheic (closed) basins,39348129587,0.035267767
Pylodictis olivaris,Freshwater,large lakes,73581671175,0.024885909
Pylodictis olivaris,Terrestrial,Nearctic,2.95613E+12,1
Pylodictis olivaris,Freshwater,temperate coastal rivers,4.048E+11,0.136906761
Pylodictis olivaris,Freshwater,temperate floodplain rivers and wetlands,1.10649E+12,0.374223674
Pylodictis olivaris,Freshwater,temperate upland rivers,1.21045E+12,0.409382389
Pylodictis olivaris,Freshwater,tropical and subtropical coastal rivers,71154307419,0.024064956
Pylodictis olivaris,Freshwater,xeric freshwaters and endorheic (closed) basins,90288554161,0.030536311
Apodora papuana,Terrestrial,Australasia,4.9049E+11,1
Aspidites melanocephalus,Terrestrial,Australasia,3.00413E+12,1
Pristis pristis,Terrestrial,Afrotropic,2242871318,0.007582926
Pristis pristis,Terrestrial,Australasia,3535717648,0.011953912
Pristis pristis,Terrestrial,Indo-Malay,2.83133E+11,0.957243713
Pristis pristis,Freshwater,large river deltas,16104005106,0.052473234
Pristis pristis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.7904E+12,0.999737785
